letterboxd_link,tmdb,title,original_title,poster,trailer,synopsis,year,ignore_me,rating
death-proof,1991,Death Proof,Death Proof,/iy6016EG1Zt44tFyxc0rATKL2hr.jpg,,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",2007,0,-1.0
no-country-for-old-men,6977,No Country for Old Men,No Country for Old Men,/6d5XOczc226jECq0LIX0siKtgHR.jpg,,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",2007,0,-1.0
spider-man-3,559,Spider-Man 3,Spider-Man 3,/2jLxKF73SAPkyhIWrnv67IH7kJ1.jpg,,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",2007,0,-1.0
planet-terror,1992,Planet Terror,Planet Terror,/30ANoUgvqQZ9tgCnM6OyJZUveaf.jpg,,"Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend Wray lead a team of accidental warriors into the night.",2007,0,-1.0
grindhouse,285923,Grindhouse,Grindhouse,/5Su17vkNkDBh9B5LPwONRqkbry2.jpg,,Two full-length feature horror movies written by Quentin Tarantino and Robert Rodriguez put together as a two-film feature. Including fake movie trailers in between both movies.,2007,0,-1.0
hot-fuzz,4638,Hot Fuzz,Hot Fuzz,/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",2007,0,-1.0
the-prestige,1124,The Prestige,The Prestige,/pvSESD7ujxWZwtYDb9l57qE0ywq.jpg,,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",2006,0,-1.0
stranger-than-fiction-2006,1262,Stranger Than Fiction,Stranger Than Fiction,/frsmEKSW2T0lx5sU4w3m3GwPeeS.jpg,,Harold Crick is a lonely IRS agent whose mundane existence is transformed when he hears a mysterious voice narrating his life.,2006,0,-1.0
talladega-nights-the-ballad-of-ricky-bobby,9718,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,/3iCiTqsmJz1mO85AHzTiHNkRmb6.jpg,,"The fastest man on four wheels, Ricky Bobby is one of the greatest drivers in NASCAR history. A big, hairy American winning machine, Ricky has everything a dimwitted daredevil could want, a luxurious mansion, a smokin' hot wife and all the fast food he can eat. But Ricky's turbo-charged lifestyle hits an unexpected speed bump when he's bested by flamboyant Euro-idiot Jean Girard and reduced to a fear-ridden wreck.",2006,0,-1.0
clerks-ii,2295,Clerks II,Clerks II,/qyI644vFgnITKgHouRQGvHe7e6i.jpg,,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",2006,0,-1.0
inside-man,388,Inside Man,Inside Man,/mf4i9zZVXMmqWsEb9D0OAY7k3t.jpg,,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",2006,0,-1.0
king-kong-2005,254,King Kong,King Kong,/qVCZtwBGls866wBb4PAfYtAjyr8.jpg,,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",2005,0,-1.0
the-40-year-old-virgin,6957,The 40 Year Old Virgin,The 40 Year Old Virgin,/og0K9l7xks07EvBqCGpUomGEqVe.jpg,,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",2005,0,-1.0
star-wars-episode-iii-revenge-of-the-sith,1895,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,2005,0,-1.0
the-life-aquatic-with-steve-zissou,421,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,/dxwpTDcRlE7afWphfXtbaoRx3q2.jpg,,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.",2004,0,-1.0
sideways,9675,Sideways,Sideways,/5p3tGb5a5426BeC0Ch92T3IWNK9.jpg,,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",2004,0,-1.0
anchorman-the-legend-of-ron-burgundy,8699,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,/mhZIcRePT7U8viFQVjt1ZjYIsR4.jpg,,"It's the 1970s, A San Diego  anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",2004,0,-1.0
the-notebook,11036,The Notebook,The Notebook,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",2004,0,-1.0
spider-man-2,558,Spider-Man 2,Spider-Man 2,/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg,,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",2004,0,-1.0
dodgeball-a-true-underdog-story,9472,DodgeBall: A True Underdog Story,DodgeBall: A True Underdog Story,/yEOVrTOvVFtd0hsw2Sjfm2t6aVn.jpg,,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",2004,0,-1.0
kill-bill-vol-2,393,Kill Bill: Vol. 2,Kill Bill: Vol. 2,/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",2004,0,-1.0
kung-fu-hustle,9470,Kung Fu Hustle,功夫,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",2004,0,-1.0
before-sunset,80,Before Sunset,Before Sunset,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,2004,0,-1.0
the-matrix-revolutions,605,The Matrix Revolutions,The Matrix Revolutions,/cm14gG8xBghwIAy1GX0ryI2HA4U.jpg,,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,2003,0,-1.0
elf,10719,Elf,Elf,/zDHFQmaxlTIJGQDfTrLTL9RK2tQ.jpg,,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",2003,0,-1.0
kill-bill-vol-1,24,Kill Bill: Vol. 1,Kill Bill: Vol. 1,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",2003,0,-1.0
elephant-2003,1807,Elephant,Elephant,/1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent. The film chronicles the events surrounding a school shooting.,2003,0,-1.0
lost-in-translation,153,Lost in Translation,Lost in Translation,/yDY1LLuMdWA0xO09ciVeDHHJWFr.jpg,,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",2003,0,-1.0
the-room,17473,The Room,The Room,/9QscHN4pXj6Ja1k7e1ZT4vWDGnr.jpg,,"Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world fall apart when his friends begin to betray him one-by-one.",2003,0,-1.0
the-matrix-reloaded,604,The Matrix Reloaded,The Matrix Reloaded,/8xEVAe84zlL9rkfYT6dZXero4KK.jpg,,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",2003,0,-1.0
catch-me-if-you-can-2002,640,Catch Me If You Can,Catch Me If You Can,/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",2002,0,-1.0
adaptation,2757,Adaptation.,Adaptation.,/qP4LbKYVRWw5j1n55sSjvvgmedM.jpg,,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,2002,0,-1.0
equilibrium,7299,Equilibrium,Equilibrium,/vO0SyoE0D0LYX1hFxu60VnjC5zY.jpg,,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",2002,0,-1.0
